"Y","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
-22494586.7187697,-79.6079380204901,15.173531093169,153.451003907248,1,194.320113742724,0,1,63.2052482208237,1,71.9049289217219
120.37362500378,-0.952900915872306,10.8945943089202,164.31320881471,0,198.843975146301,0,0,51.3808350469917,0,48.93327628728
-4514718.02544754,-44.6966544166207,17.5139928492717,168.387199463323,0,187.042214334942,0,0,52.0982985119335,1,47.312353362795
-20682033.8190482,-79.1034066909924,14.2204136704095,151.373709440231,0,199.206795184873,0,0,56.5134539557621,1,85.1369417482056
-2999204.90772481,-40.2502736914903,16.0030357120559,178.486782582477,0,186.582625722513,0,1,51.0840168171562,1,47.1844553342089
-26658224.0663405,-77.9663074947894,19.1553695034236,131.775601487607,1,197.750637154095,0,1,50.0238152435049,0,70.326835042797
-3041121.37808608,-38.4803335508332,18.6162851424888,169.642131705768,1,186.080220155418,1,0,46.0851565352641,1,65.3277015755884
1926435.82964286,33.9850039849989,15.6879808264785,148.383298167028,1,181.35084096808,1,1,48.5407050917856,1,87.8325067437254
-38654.7769797092,-10.2330876537599,14.9264902877621,149.755660719238,0,188.010890530422,1,0,68.2031232556328,1,69.2126535554416
255107.736424489,18.1267532054335,13.3023021230474,166.424171039835,1,198.048407244496,0,0,54.1604164312594,1,54.8805412347429
847629.432563166,26.6181119461544,14.2273084120825,127.660815920681,1,187.838995112106,0,1,66.8511982439086,0,58.7105906894431
545737.346525347,25.382993244566,10.5532002355903,173.919797195122,0,193.106241431087,0,0,51.7756585199386,1,55.2382436557673
3391315.85969964,39.0675608837046,18.2647619419731,164.738213871606,0,197.885583485477,1,0,56.8381305895746,0,72.3849403881468
-6822227.94768529,-57.5430482253432,12.283542859368,138.543995213695,0,183.437645188533,1,0,67.824969469104,0,53.3582380833104
2803320.79062572,37.7455940144137,16.723612586502,177.971070972271,0,187.504208739847,0,0,53.4957399242558,1,58.3458528365009
454989.444593847,19.3137575266883,19.6525403158739,137.906258907169,1,189.274972849526,0,0,53.7767056608573,0,61.6616091318429
210964.074204401,17.6764093153179,11.8535710405558,164.103498458862,1,198.570200921968,0,1,51.3683808553033,1,52.983992730733
-4133140.81770433,-41.6046579345129,19.9471730855294,130.129792056978,1,180.209222352132,0,1,63.3773878132924,0,87.7322551771067
-426.289127249734,-3.47340738633648,17.1075596567243,157.956932648085,0,184.899771921337,0,1,66.5152750504203,1,66.7518651089631
-2679112.70498467,-40.9207805385813,13.5883277421817,175.175252817571,0,189.231545543298,1,1,65.1310169249773,1,79.1295106965117
595464.098126609,25.5724491504952,11.261357339099,164.876859099604,1,197.732527218759,1,0,61.8717966433614,1,84.9283842230216
-8814932.54980047,-60.9955085464753,13.305023254361,139.55808267463,0,186.088319714181,0,0,48.8218987463042,1,77.0924582122825
-1147188.58500571,-31.0951352841221,13.4562038583681,158.042740817182,1,188.115616324358,1,1,45.6117132459767,0,50.7269984669983
-25305.4934955574,-9.74409121554345,11.4475130243227,177.415019469336,0,199.56754760351,1,1,65.1066815811209,0,60.6113146967255
22625.2989154977,7.66968917800114,14.7751106857322,172.056457707658,1,195.444493922405,1,1,48.6297836406156,1,70.7116005453281
5540373.88280096,45.944532644935,18.4398989705369,155.936365993693,0,185.965362680145,0,0,67.6654773717746,0,76.8780413991772
2522382.21727165,39.1629005526192,13.4955092915334,171.046387651004,1,197.082454268821,0,1,57.5761940386146,0,80.2617859072052
-166003.105150523,-16.0169114801101,15.2192469965667,155.617634528317,1,183.420368339866,1,1,67.7068057549186,1,73.3515262696892
4025900.07639641,40.2180203073658,19.8910000314936,161.714056846686,0,195.339925531298,1,0,57.3576157558709,0,75.8034902717918
-11506100.0637016,-61.7417247616686,16.7448410321958,122.06714019645,0,181.46075673867,0,0,57.7386929513887,0,57.552732268814
-1672646.43960475,-34.5581890060566,14.2066427972168,156.972005213611,0,192.72328004241,1,1,67.9661461734213,1,75.2579910773784
-6108.96500222362,-6.09256187686697,14.3087307107635,152.009600191377,0,199.54162097536,1,1,56.2710030903108,0,47.7197245438583
293.302015631998,-1.6993935382925,16.1116701760329,166.745981443673,1,193.030608547851,1,0,44.2340936157852,1,72.03863077797
88246.3680923022,11.3902519177645,17.9949901718646,122.268970934674,1,197.931603095494,0,1,49.0495595792308,0,54.0044233761728
-9686256.52096235,-58.3101155096665,16.7629493121058,157.529024896212,0,183.117362544872,1,1,45.9666809760965,1,64.9665287206881
5676629.36242563,46.6910566552542,18.0107935355045,121.812911303714,1,184.812578796409,1,1,55.7962309457362,0,61.024376549758
40.0020848304199,-0.334565781522542,14.9751779367216,154.206436760724,0,198.825971027836,0,1,55.0008472544141,1,73.1001415848732
